"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler.cls",44,1,45,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler.cls",52,1,53,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler.cls",61,1,62,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",14,1,15,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",19,1,20,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",25,1,26,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",37,1,38,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",42,1,43,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",48,1,49,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",61,1,62,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",65,1,66,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler_Test.cls",71,1,72,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SearchDataLibrary.cls",24,1,25,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SearchDataLibrary.cls",35,1,36,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SearchDataLibrary_Test.cls",20,1,21,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SearchWeb.cls",12,60,12,61,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/StoreCustomInstruction_Test.cls",23,1,24,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/StoreCustomInstruction_Test.cls",35,1,36,1,"Found trailing whitespace at the end of a line of code.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/AgentMemory.cls",1,21,89,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/AgentMemory.cls",11,12,13,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/AgentMemory.cls",15,12,17,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/AgentMemory.cls",23,23,23,46,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/AgentMemory.cls",24,12,32,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/AgentMemory.cls",83,23,83,46,"Only False Positives can be supressed and need a proper comment.",
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/AgentMemory_Test.cls",5,20,13,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/AgentMemory_Test.cls",16,20,33,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/AgentMemory_Test.cls",37,20,54,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/AgentMemory_Test.cls",58,20,75,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/CallMetadataApi.cls",2,19,2,44,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallMetadataApi.cls",3,21,91,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallMetadataApi.cls",8,19,26,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallMetadataApi.cls",68,12,80,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallMetadataApi.cls",83,12,90,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallMetadataApi.cls",87,16,89,10,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallMetadataApi_Test.cls",5,20,27,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/CallRestApi.cls",4,19,4,74,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallRestApi.cls",5,21,57,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallRestApi.cls",8,19,22,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallRestApi.cls",26,12,44,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallRestApi.cls",46,12,56,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallRestApi.cls",53,16,55,10,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallRestApi_Test.cls",5,20,21,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/CallToolingApi.cls",2,19,2,75,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",3,21,106,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",8,19,17,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",21,19,40,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",81,12,96,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",98,12,105,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CallToolingApi.cls",102,16,104,10,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallToolingApi_Test.cls",5,20,24,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallToolingApi_Test.cls",28,20,48,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallToolingApi_Test.cls",52,20,73,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallToolingApi_Test.cls",77,20,97,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CallToolingApi_Test.cls",101,20,119,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/CreatePlantUmlUrl.cls",2,19,2,44,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CreatePlantUmlUrl.cls",3,21,27,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CreatePlantUmlUrl.cls",7,19,14,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CreatePlantUmlUrl.cls",18,12,21,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CreatePlantUmlUrl.cls",23,12,26,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CreatePlantUmlUrl_Test.cls",5,20,19,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/CustomSettings.cls",2,19,2,59,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CustomSettings.cls",3,21,28,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CustomSettings.cls",5,19,13,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CustomSettings.cls",15,19,18,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CustomSettings_Test.cls",5,20,12,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CustomSettings_Test.cls",16,20,30,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CustomSettings_Test.cls",34,20,41,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CustomSettings_Test.cls",45,20,55,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataCloudSql.cls",1,19,1,50,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataCloudSql.cls",2,21,35,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"PreferRealObjectsOverStaticHelpers","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataCloudSql.cls",2,21,35,2,"Use real objects with data and state instead of static messy helpers.",
"OnlyOneReturnPerMethod","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataCloudSql.cls",10,19,31,6,"Method with multiple returns are confusing",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataCloudSql.cls",10,19,31,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/DataCloudSql.cls",12,9,12,37,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataCloudSql.cls",12,9,12,37,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"DebugsNeedALoggingLevel","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataCloudSql.cls",12,9,12,37,"Debug statements should use an explicit Debug Level",
"NullValueCheckBeforeEmptyCheck","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataCloudSql.cls",13,13,13,59,"Apex code must check != null before .isEmpty()",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataCloudSql.cls",34,12,34,57,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataLibrary.cls",1,29,217,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"OnlyOneReturnPerMethod","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",14,12,45,6,"Method with multiple returns are confusing",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataLibrary.cls",14,12,45,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex,OpinionatedSalesforce","force-app/main/default/classes/DataLibrary.cls",14,59,14,77,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"NullValueCheckBeforeEmptyCheck","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",15,13,15,57,"Apex code must check != null before .isEmpty()",
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/DataLibrary.cls",41,13,41,83,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsNeedALoggingLevel","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",41,13,41,83,"Debug statements should use an explicit Debug Level",
"NullValueCheckBeforeEmptyCheck","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",85,13,85,60,"Apex code must check != null before .isEmpty()",
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",137,23,137,53,"Only False Positives can be supressed and need a proper comment.",
"CognitiveComplexity","pmd",3,"Recommended,Design,Apex,OpinionatedSalesforce","force-app/main/default/classes/DataLibrary.cls",138,13,168,6,"The method 'toJson(QueryResult, Boolean)' has a cognitive complexity of 15, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_design.html#cognitivecomplexity"
"NullValueCheckBeforeEmptyCheck","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",141,13,141,60,"Apex code must check != null before .isEmpty()",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataLibrary.cls",184,12,187,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"UnneededUseOfThisReducesReadability","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",211,13,211,17,"Unneeded use of this reduces readability",
"UnneededUseOfThisReducesReadability","pmd",3,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/DataLibrary.cls",214,13,214,17,"Unneeded use of this reduces readability",
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",13,20,25,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",29,20,56,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",60,20,81,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",85,20,99,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",103,20,123,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",127,20,139,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",143,20,155,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",159,20,171,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/DataLibrary_Test.cls",175,20,184,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataLibrary_Test.cls",207,16,209,10,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/DataLibrary_Test.cls",211,16,213,10,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/ExploreDataCloud.cls",2,19,2,75,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",3,21,192,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",11,19,33,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",168,12,184,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"CheckIfProperFalsePositive","pmd",4,"Recommended,OpinionatedSalesforce,Apex,Custom","force-app/main/default/classes/ExploreDataCloud.cls",182,27,182,52,"Only False Positives can be supressed and need a proper comment.",
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",183,16,183,26,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",186,12,189,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ExploreDataCloud.cls",191,12,191,57,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",6,20,25,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",29,20,56,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.22.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
